ARCADE 0.220      Mar 26, 2020
atetrisa          "Tetris (set 2)"
atetrisb          "Tetris (bootleg set 1)"
atetrisb2         "Tetris (bootleg set 2)"
atetrisb3         "Tetris (bootleg set 3)"
atetrisb4         "Tetris (bootleg set 4)"
atetrisbp         "Tetris (bartop, prototype)"
atetrisc          "Tetris (cocktail set 1)"
atetrisc2         "Tetris (cocktail set 2)"
athena            "Athena"
athenab           "Athena (bootleg)"
atlantis          "Battle of Atlantis (set 1)"
atlantis2         "Battle of Atlantis (set 2)"
atlantisb         "Battle of Atlantis (bootleg)"
atlantol          "Atlant Olimpic (Italian bootleg)"
atombjt           "Atom (bootleg of Bombjack Twin)"
atomboy           "Atomic Boy (revision B)"
atomboya          "Atomic Boy (revision A)"
atomicp           "Atomic Point (Korea)"
atompunk          "Atomic Punk (US)"
attackf           "Attack (Defender bootleg)"
attackfc          "Attack Force"
attckufo          "Attack UFO"
aurail            "Aurail (set 3, US) (unprotected)"
aurail1           "Aurail (set 2, World) (FD1089B 317-0168)"
aurail1d          "Aurail (set 2, World) (bootleg of FD1089B 317-0168 set)"
aurailj           "Aurail (set 1, Japan) (FD1089A 317-0167)"
aurailjd          "Aurail (set 1, Japan) (bootleg of FD1089A 317-0167 set)"
ausfache          "Akatsuki Blitzkampf Ausf. Achse (Japan)"
automat           "Automat (bootleg of Robocop)"
av2mj1bb          "AV2Mahjong No.1 Bay Bridge no Seijo (Japan)"
av2mj2rg          "AV2Mahjong No.2 Rouge no Kaori (Japan)"
avalnc12          "The Key Of Avalon 1.2 - Summon The New Monsters (client, Rev A) (GDT-0010A)"
avalnc13          "The Key Of Avalon 1.3 - Chaotic Sabbat (client, Rev C) (GDT-0010C)"
avalnc25          "The Key Of Avalon 2.5 - War of the Key (client, Rev B) (GDT-0019B)"
avalnc25a         "The Key Of Avalon 2.5 - War of the Key (client, Rev A) (GDT-0019A)"
avalnche          "Avalanche"
avalns12          "The Key Of Avalon 1.2 - Summon The New Monsters (server, Rev A) (GDT-0009A)"
avalns13          "The Key Of Avalon 1.3 - Chaotic Sabbat (server, Rev C) (GDT-0009C)"
avalns25          "The Key Of Avalon 2.5 - War of the Key (server, Rev B) (GDT-0018B)"
avalns25a         "The Key Of Avalon 2.5 - War of the Key (server, Rev A) (GDT-0018A)"
avalon20          "The Key Of Avalon 2.0 - Eutaxy and Commandment (client, Rev B) (GDT-0017B)"
avalonc           "The Key Of Avalon - The Wizard Master (client, Rev G) (GDT-0006G)"
avalonca          "The Key Of Avalon - The Wizard Master (client, Rev A) (GDT-0006A)"
avaloncc          "The Key Of Avalon - The Wizard Master (client, Rev C) (GDT-0006C)"
avalonce          "The Key Of Avalon - The Wizard Master (client, Rev E) (GDT-0006E)"
avaloncf          "The Key Of Avalon - The Wizard Master (client, Rev F) (GDT-0006F)"
avalons           "The Key Of Avalon - The Wizard Master (server, Rev G) (GDT-0005G)"
avalonsa          "The Key Of Avalon - The Wizard Master (server, Rev A) (GDT-0005A)"
avalonsc          "The Key Of Avalon - The Wizard Master (server, Rev C) (GDT-0005C)"
avalonse          "The Key Of Avalon - The Wizard Master (server, Rev E) (GDT-0005E)"
avalonsf          "The Key Of Avalon - The Wizard Master (server, Rev F) (GDT-0005F)"
avefenix          "Ave Fenix (Electrogame, Spanish bootleg of Phoenix)"
avefenixl         "Ave Fenix (Laguna, Spanish bootleg of Phoenix)"
avefenixrf        "Ave Fenix (Recreativos Franco, Spanish bootleg of Phoenix)"
avengers          "Avengers (US set 1)"
avengers2         "Avengers (US set 2)"
avengrgs          "Avengers In Galactic Storm (US/Europe 1.0)"
avengrgsj         "Avengers In Galactic Storm (Japan 1.2)"
avsp              "Alien vs. Predator (Euro 940520)"
avspa             "Alien vs. Predator (Asia 940520)"
avspd             "Alien vs. Predator (Euro 940520 Phoenix Edition) (bootleg)"
avsph             "Alien vs. Predator (Hispanic 940520)"
avspirit          "Avenging Spirit"
avspj             "Alien vs. Predator (Japan 940520)"
avspu             "Alien vs. Predator (USA 940520)"
avtbingo          "Arrow Bingo"
avtnfl            "NFL (ver 109)"
avtsym14          "Symbols (ver 1.4)"
avtsym25          "Symbols (ver 2.5)"
awbios            "Atomiswave Bios"
aztarac           "Aztarac"
azumanga          "Azumanga Daioh Puzzle Bobble (GDL-0018)"
azurian           "Azurian Attack"
b2b               "Bang Bang Busters (2010 NCI release)"
b3rinsya          "Burning Sanrinsya - Burning Tricycle"
backfire          "Backfire! (Japan, set 1)"
backfirea         "Backfire! (Japan, set 2)"
backfirt          "Back Fire (Tecmo, bootleg)"
baddudes          "Bad Dudes vs. Dragonninja (US revision 1)"
badlands          "Bad Lands"
badlandsb         "Bad Lands (bootleg)"
badlandsb2        "Bad Lands (bootleg, alternate)"
bagman            "Bagman"
bagmanf           "Le Bagnard (bootleg on Crazy Kong hardware)"
bagmanj           "Bagman (Taito)"
bagmanm2          "Bagman (bootleg on Moon Cresta hardware, set 2)"
bagmanmc          "Bagman (bootleg on Moon Cresta hardware, set 1)"
bagmans           "Bagman (Stern Electronics, set 1)"
bagmans2          "Bagman (Stern Electronics, set 2)"
bagnard           "Le Bagnard (set 1)"
bagnarda          "Le Bagnard (set 2)"
bagnardi          "Le Bagnard (Itisa, Spain)"
bakatono          "Bakatonosama Mahjong Manyuuki (MOM-002 ~ MOH-002)"
bakubaku          "Baku Baku Animal (J 950407 V1.000)"
bakubrkr          "Bakuretsu Breaker (Japan)"
bakuhatu          "Mahjong Bakuhatsu Junjouden (Japan)"
bakutotu          "Bakutotsu Kijuutei"
balcube           "Bal Cube"
ballbomb          "Balloon Bomber"
ballboy           "Ball Boy"
ballbros          "Balloon Brothers"
balonfgt          "Vs. Balloon Fight (set BF4 A-3)"
baluba            "Baluba-louk no Densetsu (Japan)"
bam2              "Bust a Move 2 - Dance Tengoku Mix (Japanese ROM ver. 1999/07/17 10:00:00)"
bananadr          "Mahjong Banana Dream [BET] (Japan 891124)"
banbam            "BanBam"
bandido           "Bandido"
bandit            "Bandit (US)"
bang              "Bang!"
bangball          "Bang Bang Ball (v1.05)"
bangbead          "Bang Bead"
bangj             "Gun Gabacho (Japan)"
bankp             "Bank Panic"
baraduke          "Baraduke"
barata            "Dona Barata (early prototype)"
barbball          "Barroom Baseball (prototype)"
barek3mb          "Bare Knuckle III (bootleg of Megadrive version)"
barline           "Barline (Japan?)"
barricad          "Barricade"
barrier           "Barrier"
baryon            "Baryon - Future Assault (set 1)"
baryona           "Baryon - Future Assault (set 2)"
basebal2          "Baseball: The Season II"
bass              "Sega Bass Fishing"
bassang2          "Bass Angler 2 (GE865 VER. JAA)"
bassangl          "Bass Angler (GE765 VER. JAA)"
basschal          "Sega Bass Fishing Challenge Version A"
basschalo         "Sega Bass Fishing Challenge"
bassdx            "Sega Bass Fishing Deluxe"
batcir            "Battle Circuit (Euro 970319)"
batcira           "Battle Circuit (Asia 970319)"
batcird           "Battle Circuit (Euro 970319 Phoenix Edition) (bootleg)"
batcirj           "Battle Circuit (Japan 970319)"
batlball          "Battle Balls (Germany, newer)"
batlballa         "Battle Balls (Hong Kong)"
batlballe         "Battle Balls (Hong Kong, earlier)"
batlballo         "Battle Balls (Germany, earlier)"
batlballpt        "Battle Balls (Portugal)"
batlballu         "Battle Balls (US)"
batlbubl          "Battle Bubble (v2.00)"
batlgear          "Battle Gear (Ver 2.40 A)"
batlgr2           "Battle Gear 2 (v2.04J)"
batlgr2a          "Battle Gear 2 (v2.01J)"
batlzone          "Battle Zone (bootleg of Mayday)"
batman            "Batman"
batman2           "Batman Part 2"
batmanfr          "Batman Forever (JUE 960507 V1.000)"
batrider          "Armed Police Batrider (Europe) (Fri Feb 13 1998)"
batriderc         "Armed Police Batrider (China) (Fri Feb 13 1998)"
batriderhk        "Armed Police Batrider (Hong Kong) (Mon Dec 22 1997)"
batriderj         "Armed Police Batrider (Japan, B version) (Fri Feb 13 1998)"
batriderja        "Armed Police Batrider (Japan, older version) (Mon Dec 22 1997)"
batriderk         "Armed Police Batrider (Korea) (Fri Feb 13 1998)"
batridert         "Armed Police Batrider (Taiwan) (Mon Dec 22 1997)"
batrideru         "Armed Police Batrider (USA) (Fri Feb 13 1998)"
batsugun          "Batsugun"
batsuguna         "Batsugun (older set)"
batsugunb         "Batsugun (Korean PCB)"
batsugunsp        "Batsugun - Special Version"
battlane          "Battle Lane! Vol. 5 (set 1)"
battlane2         "Battle Lane! Vol. 5 (set 2)"
battlane3         "Battle Lane! Vol. 5 (set 3)"
battlcry          "Battlecry (Version E)"
battlcryc         "Battlecry (Version C)"
battlcryp         "Battlecry (Prototype)"
battlera          "Battle Rangers (World)"
battles           "Battles (set 1)"
battles2          "Battles (set 2)"
battlex           "Battle Cross"
battlnts          "Battlantis (program code G)"
battlntsa         "Battlantis (program code F)"
battlntsj         "Battlantis (Japan, program code E)"
battroad          "The Battle-Road"
bayroute          "Bay Route (set 3, World) (FD1094 317-0116)"
bayroute1         "Bay Route (set 1, US) (unprotected)"
bayrouteb1        "Bay Route (encrypted, protected bootleg)"
bayrouteb2        "Bay Route (Datsu bootleg)"
bayrouted         "Bay Route (set 3, World) (bootleg of FD1094 317-0116 set)"
bayroutej         "Bay Route (set 2, Japan) (FD1094 317-0115)"
bayroutejd        "Bay Route (set 2, Japan) (bootleg of FD1094 317-0115 set)"
bbakraid          "Battle Bakraid - Unlimited Version (USA) (Tue Jun 8 1999)"
bbakraidc         "Battle Bakraid - Unlimited Version (China) (Tue Jun 8 1999)"
bbakraidj         "Battle Bakraid - Unlimited Version (Japan) (Tue Jun 8 1999)"
bbakraidja        "Battle Bakraid (Japan) (Wed Apr 7 1999)"
bballoon          "BnB Arcade"
bballs            "Bouncing Balls"
bballsa           "Bouncing Balls (Adult)"
bbbxing           "Best Bout Boxing (ver 1.3)"
bbchall           "Baby Boom Challenge"
bbh               "Big Buck Hunter (v1.00.14)"
bbh2sp            "Big Buck Hunter II - Sportsman's Paradise (v2.02.11)"
bbh2spa           "Big Buck Hunter II - Sportsman's Paradise (v2.02.09)"
bbh2spb           "Big Buck Hunter II - Sportsman's Paradise (v2.02.08)"
bbhcotw           "Big Buck Hunter Call of the Wild (v3.02.5)"
bbhsc             "Big Buck Hunter - Shooter's Challenge (v1.60.01)"
bbhsca            "Big Buck Hunter - Shooter's Challenge (v1.50.07)"
bbmanw            "Bomber Man World / New Dyna Blaster - Global Quest"
bbmanwj           "Bomber Man World (Japan)"
bbmanwja          "Bomber Man World (Japan, revised sound hardware)"
bbonk             "Bigfoot Bonkers"
bbprot            "unknown fighting game 'BB' (prototype)"
bbredux           "Bubble Bobble ('bootleg redux' hack for Bobble Bobble PCB)"
bbros             "Buster Bros. (USA)"
bbust2            "Beast Busters 2nd Nightmare"
bbusters          "Beast Busters (World)"
bbustersj         "Beast Busters (Japan, Version 2, 3 Player)"
bbustersja        "Beast Busters (Japan, Version 2, 2 Player)"
bbustersu         "Beast Busters (US, Version 3)"
bbustersua        "Beast Busters (US, Version 2)"
bchopper          "Battle Chopper (World)"
bcrusher          "Bone Crusher"
bcruzm12          "Battle Cruiser M-12"
bcstry            "B.C. Story (set 1)"
bcstrya           "B.C. Story (set 2)"
bdrdown           "Border Down (Rev A) (GDL-0023A)"
bdream97          "Hudie Meng 97"
beachspi          "Beach Spikers (GDS-0014)"
beaminv           "Beam Invader"
beastf            "Beastie Feastie"
beastfp           "Beastie Feastie (Pac-Man conversion)"
beastrzr          "Beastorizer (USA, Sep 22 1997)"
beastrzra         "Beastorizer (USA, Jun 21 1997)"
beastrzrb         "Beastorizer (USA bootleg)"
beathead          "BeatHead (prototype)"
beautyb           "Beauty Block"
beeline           "Beeline (39-360-075)"
beezer            "Beezer (version 9.0)"
beezer1           "Beezer (unknown earlier version)"
begas             "Bega's Battle (Revision 3)"
begas1            "Bega's Battle (Revision 1)"
bejpoker          "Bonanza Enterprises' Joker Poker"
bel               "Behind Enemy Lines"
benberob          "Ben Bero Beh (Japan)"
berabohm          "Beraboh Man (Japan, Rev C)"
berabohmb         "Beraboh Man (Japan, Rev B)"
berenstn          "The Berenstain Bears in Big Paw's Cave"
berlwall          "The Berlin Wall"
berlwallk         "The Berlin Wall (Korea)"
berlwallt         "The Berlin Wall (bootleg?)"
bermudat          "Bermuda Triangle (World?)"
bermudata         "Bermuda Triangle (World Wars) (US)"
bermudatj         "Bermuda Triangle (Japan)"
berzerk           "Berzerk (revision RC31A)"
berzerka          "Berzerk (revision RC31)"
berzerkb          "Berzerk (revision RC28)"
berzerkf          "Berzerk (French Speech, revision RC31)"
berzerkg          "Berzerk (German Speech, revision RC32)"
berzerks          "Berzerk (Spanish Speech, revision RC32)"
bestbest          "Best Of Best"
bestleag          "Best League (bootleg of Big Striker, Italian Serie A)"
bestleaw          "Best League (bootleg of Big Striker, World Cup)"
bestri            "Bestri (Korea, set 1)"
bestria           "Bestri (Korea, set 2)"
bgaregga          "Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996)"
bgareggabl        "1945 Part-2 (Chinese hack of Battle Garegga)"
bgareggabla       "Lei Shen Zhuan Thunder Deity Biography (Chinese hack of Battle Garegga)"
bgareggacn        "Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1996)"
bgareggahk        "Battle Garegga (Austria / Hong Kong) (Sat Feb 3 1996)"
bgaregganv        "Battle Garegga - New Version (Austria / Hong Kong) (Sat Mar 2 1996)"
bgareggat2        "Battle Garegga - Type 2 (Europe / USA / Japan / Asia) (Sat Mar 2 1996)"
bgareggatw        "Battle Garegga (Taiwan / Germany) (Thu Feb 1 1996)"
big10             "Big 10"
bigappg           "The Big Apple (2131-13, U5-0)"
bigbang           "Big Bang (9th Nov. 1993)"
bigbucks          "Big Bucks"
bigcsino          "Big Casino"
bigevglf          "Big Event Golf (US)"
bigevglfj         "Big Event Golf (Japan)"
bigfghtr          "Tatakae! Big Fighter (Japan)"
bigfight          "Big Fight - Big Trouble In The Atlantic Ocean"
bigjoke           "The Big Joke (Version 0.00)"
bigkarnk          "Big Karnak"
bigkarnkm         "Big Karnak (Modular System)"
bigkong           "Big Kong"
bigprowr          "The Big Pro Wrestling!"
bigrun            "Big Run (11th Rallye version)"
bigstrik          "Big Striker"
bigstrkb          "Big Striker (bootleg)"
bigstrkba         "Big Striker (bootleg w/Italian teams)"
bigtwin           "Big Twin"
bigtwinb          "Big Twin (No Girls Conversion)"
bijokkog          "Bijokko Gakuen (Japan 880116)"
bijokkoy          "Bijokko Yume Monogatari (Japan 870925)"
bikkuri           "Bikkuri Pro Wrestling (Japan 881221, Ver 1.05)"
bikkuric          "Bikkuri Card (Japan)"
billiard          "The Billiards (Video Hustler bootleg)"
billlist          "Billard List"
bilyard           "Billiard"
bingo             "Bingo"
bioatack          "Bio Attack"
biofreak          "BioFreaks (prototype)"
biomtoy           "Biomechanical Toy (Ver. 1.0.1885)"
biomtoya          "Biomechanical Toy (Ver. 1.0.1884)"
biomtoyb          "Biomechanical Toy (Ver. 1.0.1878)"
biomtoyc          "Biomechanical Toy (Ver. 1.0.1870)"
bionicc           "Bionic Commando (Euro)"
bionicc1          "Bionic Commando (US set 1)"
bionicc2          "Bionic Commando (US set 2)"
bioniccbl         "Bionic Commandos (bootleg, set 1)"
bioniccbl2        "Bionic Commandos (bootleg, set 2)"
bioplayc          "Bioplaything Cop (Ver. 1.0.1823, prototype)"
bioship           "Bio-ship Paladin"
birdiy            "Birdiy"
birdtry           "Birdie Try (Japan revision 2, revision 1 MCU)"
birdtrya          "Birdie Try (Japan revision 2)"
bishi             "Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players)"
bishjan           "Bishou Jan (Japan, Ver. 203)"
bjourney          "Blue's Journey / Raguy (ALM-001 ~ ALH-001)"
bjourneyh         "Blue's Journey / Raguy (ALH-001)"
bjtwin            "Bombjack Twin (set 1)"
bjtwina           "Bombjack Twin (set 2)"
bjtwinp           "Bombjack Twin (prototype? with adult pictures, set 1)"
bjtwinpa          "Bombjack Twin (prototype? with adult pictures, set 2)"
bking             "Birdie King"
bking2            "Birdie King 2"
bking3            "Birdie King 3"
bkrtmaq           "Bakuretsu Quiz Ma-Q Dai Bouken (Japan)"
black             "Czernyj Korabl (Arcade bootleg of ZX Spectrum 'Blackbeard')"
blackt96          "Black Touch '96"
